Tag,Sum,Frequency,Sum Rank,Frequency Rank
important songs of my life,8,1,17014,50081
Morning tune,8,1,17014,50081
self-discovery music,8,1,17014,50081
love love oh love,8,1,17014,50081
doowop party,8,1,17014,50081
simple harmony,8,1,17014,50081
shufflerfm,8,1,17014,50081
matin,8,1,17014,50081
Crass,8,1,17014,50081
songs i cannot live without,2,1,47451,50081
The Hollow,5,1,24991,50081
A Perfect Circle - The Hollow,7,1,19019,50081
song to make love to,1,1,50081,50081
sexxxy,1,1,50081,50081
love story,19,1,8299,50081
i REFUSE to be guilty about this pleasure,3,1,36404,50081
fairytale,3,1,36404,50081
This is Fucked Up,2,1,47451,50081
crazyness,2,1,47451,50081
simple but great,2,1,47451,50081
pills and alcohol,3,1,36404,50081
Placebo - Meds,4,1,29950,50081
baby did you forget to take your meds,6,1,21685,50081
songs of 2000,1,1,50081,50081
outlaw,1,1,50081,50081
prankster,2,1,47451,50081
yeaaah,2,1,47451,50081
The Offspring - Original Prankster,2,1,47451,50081
original prankster,6,1,21685,50081
an intricate tapestry of nostalgia and joy,4,1,29950,50081
Thom Yorke - Black Swan,2,1,47451,50081
black swan,4,1,29950,50081
shakespeare reference,3,1,36404,50081
a scanner darkly,5,1,24991,50081
Destroy Everything You Touch,2,1,47451,50081
please destroy me this way,2,1,47451,50081
Ladytron - Destroy Everything You Touch,2,1,47451,50081
My Top Musics,1,1,50081,50081
just say yes,1,1,50081,50081
girl mood,1,1,50081,50081
my life in songs,1,1,50081,50081
extremely pop,2,1,47451,50081
songs I am embarassed of but love them anyway,2,1,47451,50081
Love Story Taylor Swift,2,1,47451,50081
Taylor Swift love story,2,1,47451,50081
beautiful girl,2,1,47451,50081
left behind,18,1,8600,50081
slipknot left behind,3,1,36404,50081
hard truth,2,1,47451,50081
King of convience,4,1,29950,50081
Gerards love,3,1,36404,50081
makes me feel better by embracing the melancholy,3,1,36404,50081
I remember years ago when I had this on my Myspace and refreshed the page constantly,3,1,36404,50081
to make film to,3,1,36404,50081
purr-whirr-humming-6-strings,3,1,36404,50081
musica para dormir,3,1,36404,50081
Fuck Love,3,1,36404,50081
beautiful words,3,1,36404,50081
clearly about me,3,1,36404,50081
oh so slow,3,1,36404,50081
all-time favs,3,1,36404,50081
this makes me feel love,4,1,29950,50081
cry cry cry,4,1,29950,50081
please let me get what i want,4,1,29950,50081
for no one,4,1,29950,50081
Hole - Celebrity Skin,2,1,47451,50081
fucking AMAZINGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGg,2,1,47451,50081
Celebrity Skin,9,1,15385,50081
ANIMinimAL,5,1,24991,50081
takatukabum,5,1,24991,50081
sax in your mouth,5,1,24991,50081
the prescription,5,1,24991,50081
third unattached eyeball,5,1,24991,50081
tastiche,5,1,24991,50081
saxy,5,1,24991,50081
Sampletastiche,9,1,15385,50081
Super Fucking Kickass Awesome,3,1,36404,50081
fooooo,3,1,36404,50081
ROCK PALERO,3,1,36404,50081
rome,10,1,14250,50081
4am,2,1,47451,50081
merca,3,1,36404,50081
Hercules and Love Affair,2,1,47451,50081
when this comes on it is my favourite fucking song ever,7,1,19019,50081
Joy division-Twenty four hours,2,1,47451,50081
top 100 songs,2,1,47451,50081
a-b,2,1,47451,50081
twenty four hours,3,1,36404,50081
seans playlist,2,1,47451,50081
songs about snow and ice,2,1,47451,50081
speed fucking metal,3,1,36404,50081
trapped under ice,5,1,24991,50081
avalon,3,1,36404,50081
we make the wind blow,9,1,15385,50081
awesome indie pop,9,1,15385,50081
looped,9,1,15385,50081
funkadelic,12,1,12260,50081
The Band The Weight,1,1,50081,50081
the band- the weight,1,1,50081,50081
Levon Helm,1,1,50081,50081
story-songs,1,1,50081,50081
harley davidson,1,1,50081,50081
Robbie Robertson,1,1,50081,50081
The Band - The Weight,3,1,36404,50081
the weight,7,1,19019,50081
Nickelback-savin me,3,1,36404,50081
Saving Me,4,1,29950,50081
savin me,5,1,24991,50081
Jess,2,1,47451,50081
tris,2,1,47451,50081
great new find,2,1,47451,50081
italiani,2,1,47451,50081
ROCK GASOLERO,3,1,36404,50081
gooooooooooooooooooooooooooo limoooooooooooooooooooooooooooooooooooooooooooooooo,3,1,36404,50081
manic depression,3,1,36404,50081
coldplay a message,2,1,47451,50081
Coldplay-A Message,3,1,36404,50081
a message,3,1,36404,50081
coldplay - a message,5,1,24991,50081
Simon and Garfunkel - America,2,1,47451,50081
mausamifavorites,1,1,50081,50081
moby honey,2,1,47451,50081
Moby - Honey,2,1,47451,50081
Bessie Jones,2,1,47451,50081
dalai Lama,2,1,47451,50081
Indrustial Metal,3,1,36404,50081
daron is awesome,2,1,47451,50081
system of a down- stealing society,2,1,47451,50081
eastside beat,2,1,47451,50081
iannai29 list,2,1,47451,50081
in sexy voice,2,1,47451,50081
should be played at my funeral,2,1,47451,50081
ampersand,2,1,47451,50081
dark speed,3,1,36404,50081
israeli war crimes,3,1,36404,50081
stealing society,4,1,29950,50081
funky bassline,3,1,36404,50081
techno idm,4,1,29950,50081
invasive,4,1,29950,50081
Apparat,6,1,21685,50081
nightmusic,9,1,15385,50081
Epically Romantic,3,1,36404,50081
my bookstore,3,1,36404,50081
songs i like to walk along with,3,1,36404,50081
theres nothing sad about it,3,1,36404,50081
great text,2,1,47451,50081
euphoric misery,4,1,29950,50081
when god orgasms this song plays,3,1,36404,50081
elfin,4,1,29950,50081
I can barely breathe,3,1,36404,50081
Rock Duro,3,1,36404,50081
hard and heavy,3,1,36404,50081
no idea what he just said,7,1,19019,50081
I feel some lack of words for so much awesomeness,9,1,15385,50081
power riff,9,1,15385,50081
spliff,2,1,47451,50081
truetoyou,3,1,36404,50081
moz is a genius,3,1,36404,50081
too close to home,3,1,36404,50081
guba,5,1,24991,50081
overpriced boutique,5,1,24991,50081
Renegades,2,1,47451,50081
Afrika Bambaataa,2,1,47451,50081
renegades of funk,4,1,29950,50081
the great classic collection,2,1,47451,50081
another day in paradise,8,1,17014,50081
Evanescence - Lithium,2,1,47451,50081
the open door,2,1,47451,50081
ethankath,4,1,29950,50081
aliceglass,4,1,29950,50081
this is the first cc song ive ever listened to Wow amazing,4,1,29950,50081
interesting drum beat,4,1,29950,50081
r&b groove,4,1,29950,50081
incredible but dead,4,1,29950,50081
thought i heard you talking softly,4,1,29950,50081
even the stars look brighter tonight,4,1,29950,50081
crystalcastles,4,1,29950,50081
witch wave,4,1,29950,50081
sing this to me,5,1,24991,50081
I want you back back back I want you back,5,1,24991,50081
to listen to,3,1,36404,50081
I LOVE THEM OH MY GOD I LOVE THEM SO MUCH,3,1,36404,50081
THIS ALBUM WAS NOT THAAAAT BAD,3,1,36404,50081
Soundtrack of 2011,3,1,36404,50081
perfeitas,3,1,36404,50081
Best Live-Bands Ever,3,1,36404,50081
i am rarer than a can of dandelion and burdocks,5,1,24991,50081
The Winner Takes It All,7,1,19019,50081
this always creeps me out,3,1,36404,50081
viaje,3,1,36404,50081
backwards,3,1,36404,50081
electronic experimental,4,1,29950,50081
Like Spinning Plates,5,1,24991,50081
Iron Maiden 2000,2,1,47451,50081
Iron Maiden- Brave new world,2,1,47451,50081
steve miller,2,1,47451,50081
joker,3,1,36404,50081
The Joker,6,1,21685,50081
steve miller band,31,1,5591,50081
go back to sleep,2,1,47451,50081
lyrically provocative,2,1,47451,50081
pet,5,1,24991,50081
great 70s stuff,1,1,50081,50081
it is,1,1,50081,50081
spirit of 83,1,1,50081,50081
good 70s stuff,1,1,50081,50081
Attitude Punk,1,1,50081,50081
Real Favorites,1,1,50081,50081
bruce springsteen cover,1,1,50081,50081
Patti,2,1,47451,50081
Because The Night,5,1,24991,50081
awakes old memories,3,1,36404,50081
this just captures my attention and makes me press replay all the way :3,3,1,36404,50081
j aime,6,1,21685,50081
sadness-inducing,3,1,36404,50081
The Quiet Place,4,1,29950,50081
Massive Attack - Group Four,1,1,50081,50081
night groove,1,1,50081,50081
afterdark,2,1,47451,50081
quiet loud quiet loud,1,1,50081,50081
songs about suicide,1,1,50081,50081
nirvana is the scattering electricity in my brain modulated in music,1,1,50081,50081
milk it,3,1,36404,50081
soul crush,5,1,24991,50081
shugarman,5,1,24991,50081
nl hv so,5,1,24991,50081
i z e z y,5,1,24991,50081
calisse,5,1,24991,50081
angel haze rox,5,1,24991,50081
Woodkiki I love You,5,1,24991,50081
preorderedandcantwait,5,1,24991,50081
viau,5,1,24991,50081
musique de film,5,1,24991,50081
calm baby calm,3,1,36404,50081
dubstep uk,3,1,36404,50081
from Untrue not from Burial,3,1,36404,50081
got buzz,3,1,36404,50081
bestof2006,3,1,36404,50081
be cruel to me cause i am a fool for you,3,1,36404,50081
be cool to me cause I am a fool for you,3,1,36404,50081
got that face that just says baby I was made to break your heart,3,1,36404,50081
so cute fck,3,1,36404,50081
arcmonkeys,3,1,36404,50081
im cryign jfc,3,1,36404,50081
patti smith,20,1,7964,50081
picasa2,2,1,47451,50081
Metal en Vivo,2,1,47451,50081
awesome beyond all reasonable belief,2,1,47451,50081
i miss you - songs,2,1,47451,50081
that summer feeling,2,1,47451,50081
summer skin,5,1,24991,50081
genre: hip-hop,2,1,47451,50081
Gorillaz- Rock the House,2,1,47451,50081
my incredible awesome songs,2,1,47451,50081
mtr electronic downtempo,2,1,47451,50081
i love this man,2,1,47451,50081
nu funk,2,1,47451,50081
Rock The House,4,1,29950,50081
Gorllaz,4,1,29950,50081
groovie,4,1,29950,50081
this shit was playing in the quorn shop where ciaz got her plants,6,1,21685,50081
related: postmodern family,6,1,21685,50081
izombie,6,1,21685,50081
pinball wizard,3,1,36404,50081
pinball,5,1,24991,50081
postal service cover,2,1,47451,50081
the postal service cover,2,1,47451,50081
love this feeling,2,1,47451,50081
goodsleep,2,1,47451,50081
highway listening,2,1,47451,50081
to dream,2,1,47451,50081
:love,2,1,47451,50081
shoegaz,3,1,36404,50081
voice to die for,3,1,36404,50081
sexy bass,3,1,36404,50081
moonfield,6,1,21685,50081
dwn,6,1,21685,50081
chistian metal,5,1,24991,50081
hell in the cell,4,1,29950,50081
monster skillet,4,1,29950,50081
look at me oh look at me,2,1,47451,50081
groovedeluxe,2,1,47451,50081
Power Groove   Pantera,2,1,47451,50081
Power Groove Heavy Metal,2,1,47451,50081
songs that get me,2,1,47451,50081
gore death metal,2,1,47451,50081
moshpit,2,1,47451,50081
5 mins alone,2,1,47451,50081
southern thrash,2,1,47451,50081
5 Minutes Alone,3,1,36404,50081
pantera - 5 minuites alone,3,1,36404,50081
alt metal classics,6,1,21685,50081
swerve,6,1,21685,50081
dance each time it plays,2,1,47451,50081
glitterati,2,1,47451,50081
music for jesus,2,1,47451,50081
frenchkiss,2,1,47451,50081
the reeling,3,1,36404,50081
here i am oh here i am,3,1,36404,50081
hot chip - over and over,5,1,24991,50081
My Little Pwny,2,1,47451,50081
Fucking Aweswome,2,1,47451,50081
myjam,2,1,47451,50081
hell in a cell 2009,2,1,47451,50081
fucking kurwa awesome,2,1,47451,50081
So siehts aus,2,1,47451,50081
air1,2,1,47451,50081
as heard on slacker,2,1,47451,50081
Christian nu-metal,2,1,47451,50081
amaazing,3,1,36404,50081
a secret kiss brings madness with the bliss,5,1,24991,50081
reel big fish,1,1,50081,50081
genius lyrics,3,1,36404,50081
los brujos,1,1,50081,50081
1st album was much better - sorry guys,2,1,47451,50081
eeriness,2,1,47451,50081
like the guitars,2,1,47451,50081
spine-tingley,2,1,47451,50081
songs to drink whisky to,2,1,47451,50081
handsbetweenlegs,2,1,47451,50081
hey shut up,2,1,47451,50081
indie ear sex,2,1,47451,50081
THe killers - andy,2,1,47451,50081
Youre a Star,4,1,29950,50081
andy youre a star,4,1,29950,50081
homoeroticism,4,1,29950,50081
zero bullshit,2,1,47451,50081
I love synyster gates,2,1,47451,50081
adnvern sevenfold,2,1,47451,50081
almost easy avenged sevonfold ilike,2,1,47451,50081
not insane,2,1,47451,50081
best of 2000s,2,1,47451,50081
metal rock avenged sevenfold,3,1,36404,50081
Top 5 bands,3,1,36404,50081
not screamo,3,1,36404,50081
Almost easy,14,1,10718,50081
Vanessa Carlton - A Thousand Miles,1,1,50081,50081
Vanessa Carlton-A Thousand Miles,2,1,47451,50081
vanessa,2,1,47451,50081
white chicks,3,1,36404,50081
a thousand miles,9,1,15385,50081
vanessa carlton,42,1,4413,50081
Automatic Stop,4,1,29950,50081
retro cool,3,1,36404,50081
Rein Raus,2,1,47451,50081
when i was younger,2,1,47451,50081
define,3,1,36404,50081
fucking amazing shit that will never be copied,3,1,36404,50081
NY rap,3,1,36404,50081
antigay,3,1,36404,50081
Elevating Music,3,1,36404,50081
top listener,3,1,36404,50081
busta,3,1,36404,50081
rapid fire,3,1,36404,50081
homophobe,3,1,36404,50081
wrath,3,1,36404,50081
fast flow,3,1,36404,50081
lyrics coming at u at supersonic speed,5,1,24991,50081
fast rap,25,1,6670,50081
no words to say how much i love it,3,1,36404,50081
my spring of 05,2,1,47451,50081
retro tea party,2,1,47451,50081
nobloodforoil,2,1,47451,50081
sad suicide,2,1,47451,50081
rainy day song,2,1,47451,50081
find it,2,1,47451,50081
nothing ever changes,3,1,36404,50081
English summer rain,3,1,36404,50081
best of prodigy,1,1,50081,50081
best of electronica,1,1,50081,50081
hackers,3,1,36404,50081
Voodoo People,4,1,29950,50081
The strokes - Automatic Stop,2,1,47451,50081
Hocus Pocus,2,1,47451,50081
Gives me that weird feeling,2,1,47451,50081
rave metal,1,1,50081,50081
Balchik music,2,1,47451,50081
I really like you,8,1,17014,50081
instru-greatness,12,1,12260,50081
rap a lot,12,1,12260,50081
No genre,12,1,12260,50081
trap shit,12,1,12260,50081
genre defying,12,1,12260,50081
Genre Bending,12,1,12260,50081
strange fruit,12,1,12260,50081
YEEZUS CHRIST,23,1,7136,50081
tnght,23,1,7136,50081
KURWA CO ZA SAMPEL,67,1,3116,50081
music that makes me feel like dancing,2,1,47451,50081
electronic math rock,3,1,36404,50081
foals - cassius,5,1,24991,50081
Cassius,6,1,21685,50081
songs you gotta dance to,2,1,47451,50081
incredibily beautiful music for incredibly beautiful people,2,1,47451,50081
toplist,2,1,47451,50081
big guilty pleasure,2,1,47451,50081
britneyspears,2,1,47451,50081
pop bitch,2,1,47451,50081
womanizer,20,1,7964,50081
photo,1,1,50081,50081
nickelback photograph,3,1,36404,50081
Photograph,10,1,14250,50081
aura one,2,1,47451,50081
best tracks ever,3,1,36404,50081
will likely cause your brain to implode and then leak out through your nose,5,1,24991,50081
i just dont know what to do with myself,2,1,47451,50081
very Q,2,1,47451,50081
dusty springfield cover,2,1,47451,50081
Niggas,12,1,12260,50081
Nina Simone sample,12,1,12260,50081
electro-punk-rock,1,1,50081,50081
Bouncin,12,1,12260,50081
Dance Bitch Dance,1,1,50081,50081
makes me horny,1,1,50081,50081
this is hot,1,1,50081,50081
Wierd Electronic,1,1,50081,50081
chemical breaks,1,1,50081,50081
sixth form favourites,1,1,50081,50081
spitfire prodidgy  funkey,2,1,47451,50081
war in my head with myself,2,1,47451,50081
Prodigy - Spitfire,2,1,47451,50081
Spitfire,2,1,47451,50081
i think im paranoid,4,1,29950,50081
best fivevar,12,1,12260,50081
yeezuz,12,1,12260,50081
Kanye West - Blood On The Leaves,12,1,12260,50081
blood on the leaves,12,1,12260,50081
came out of my body,12,1,12260,50081
Kanye west  blood on the leaves,12,1,12260,50081
mad rich alert,12,1,12260,50081
epic sampling,12,1,12260,50081
fuck em other niggas cuz im down wit my niggas,12,1,12260,50081
THANK YOU YEEZUS CHRIST,12,1,12260,50081
lets get on with it,12,1,12260,50081
BWEON BWEON BWEON BWEON,12,1,12260,50081
billie holiday-strange fruit,12,1,12260,50081
she instagram herself like bad bitch alert,12,1,12260,50081
singing all the words,12,1,12260,50081
nigga nigga nigga nigga nigga,12,1,12260,50081
Lunice,12,1,12260,50081
Hudson Mohawke,12,1,12260,50081
insane flow,3,1,36404,50081
gangsta hip hop,3,1,36404,50081
bragging,3,1,36404,50081
The Class,1,1,50081,50081
Lost in the Supermarket,1,1,50081,50081
grocery store,1,1,50081,50081
nie wiem kurwa,7,1,19019,50081
2013 top tunes,7,1,19019,50081
disclosure,7,1,19019,50081
situational,7,1,19019,50081
like the video,7,1,19019,50081
vocal ispucavanje,7,1,19019,50081
uk garage house,7,1,19019,50081
radar funk,7,1,19019,50081
radar dub house,7,1,19019,50081
ny garage vocals,7,1,19019,50081
nas-dub dunk-funk,7,1,19019,50081
ghnarl pop,7,1,19019,50081
garage house pop,7,1,19019,50081
Garage House,7,1,19019,50081
perfection from start to finish,2,1,47451,50081
stuff my dad got me into,2,1,47451,50081
I saw her standing there,3,1,36404,50081
WOOOH,3,1,36404,50081
talking at me,5,1,24991,50081
the word sprawl,5,1,24991,50081
the word flat,5,1,24991,50081
the word land,5,1,24991,50081
open air,5,1,24991,50081
rueful,5,1,24991,50081
Only got to Number 2,3,1,36404,50081
next to me,3,1,36404,50081
radiohit,3,1,36404,50081
Songs For Shower Sing-a-Longs,1,1,50081,50081
always in love with,1,1,50081,50081
kooozak,3,1,36404,50081
Today Your life is a musical,1,1,50081,50081
the girl,9,1,15385,50081
horns make everything better,3,1,36404,50081
station 10 tmp,3,1,36404,50081
station 10,3,1,36404,50081
yhiluna,3,1,36404,50081
Melakoli,3,1,36404,50081
4jsmorningmell,3,1,36404,50081
bobnobo,3,1,36404,50081
chilloutPersonal,3,1,36404,50081
xinoxano,3,1,36404,50081
lous electro,3,1,36404,50081
kubas,3,1,36404,50081
chue,3,1,36404,50081
work meditations,3,1,36404,50081
stonespirals,3,1,36404,50081
my angel rocks back and forth,3,1,36404,50081
Intro and Outro,3,1,36404,50081
cruising sun,3,1,36404,50081
tetszik,3,1,36404,50081
bhram bhram bram,3,1,36404,50081
instrumental fayn,3,1,36404,50081
cool and warm,3,1,36404,50081
ladda ner,3,1,36404,50081
cool sounds,3,1,36404,50081
world groove,3,1,36404,50081
indian flute,3,1,36404,50081
hermeto pascoal,3,1,36404,50081
start,3,1,36404,50081
world beat,3,1,36404,50081
i luv this song,3,1,36404,50081
soulful dance,3,1,36404,50081
media player,3,1,36404,50081
retro soul,3,1,36404,50081
Oasis: Best Of,1,1,50081,50081
Favorite Songs Of All-Time,2,1,47451,50081
oasis - some might say,2,1,47451,50081
some might say,3,1,36404,50081
dosed,9,1,15385,50081
rainy song,2,1,47451,50081
led zeppelin - the rain song,2,1,47451,50081
songs that make me sad in a good way,3,1,36404,50081
Rumours 1977,2,1,47451,50081
-progressive-and-classic-rock-,2,1,47451,50081
Fleetwood MacYou make loving Fun,2,1,47451,50081
British groups,2,1,47451,50081
cool john bass riff,2,1,47451,50081
mac attack,2,1,47451,50081
you make loving fun,2,1,47451,50081
Fleetwood Mac You Make Loving Fun,3,1,36404,50081
meachamcore,3,1,36404,50081
braggy,3,1,36404,50081
wreckoning,3,1,36404,50081
meus marido,3,1,36404,50081
you make elevator music,3,1,36404,50081
still learning the fast part lol,3,1,36404,50081
i make elevating music,3,1,36404,50081
co-produced by satan,3,1,36404,50081
mind equal blown,3,1,36404,50081
rap sensation,3,1,36404,50081
feeling myself,3,1,36404,50081
slimmutherfukashady,3,1,36404,50081
rap good,3,1,36404,50081
oasis classic,1,1,50081,50081
transcendence,2,1,47451,50081
live albums,2,1,47451,50081
Leona Lewis - Bleeding Love,2,1,47451,50081
matched,3,1,36404,50081
need to listen to more of this,3,1,36404,50081
recently discovered,3,1,36404,50081
Cierra los ojos,3,1,36404,50081
misssoftserve rock,3,1,36404,50081
the song that sparked my interest,3,1,36404,50081
